Period,Time Slot,ALFANR_II,ASE4PL,ASEJ2PL_BYPL,BSIUL,CHAMERA1,CHAMERA2,DADRI_T2,DHAULIGNGA,DVC,ERPCL_FTG2,FARAKKA,GT_CC,JHAJJAR,KAHLGAN1,KAHLGAN2,KPS1_HW_BYPL,KPS1_S_BYPL,MEJIA7,NJPC,PARBATI2,RAPPC,RAPPD,RIHAND2,RIHAND3,RUMS_DMRC,SALAL,SASAN,SECI_BYPL,SEWA2,SITAC_BYPL,SNGRAULI,TANAKPUR,TEHRIPSP,TEHRIPSP_P,THAR_BYPL,TWEPL,UNCHHAR1,UNCHHAR2,UNCHHAR3,URI,URI2
80,19:45-20:00,17.74,0.0,0.0,0.0,0.0,3.203,82.307,0.0,15.24,0.0,3.259,0.0,39.198,9.05,28.27,5.0,0.0,57.3,4.605,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,36.45,57.812,0.561,111.396,0.0,0.0,0.0,1.77,4.443,2.668,2.281,3.434
81,20:00-20:15,21.18,0.0,0.0,0.0,0.0,3.203,82.307,0.0,15.24,0.0,3.259,0.0,39.198,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,43.41,57.812,0.498,111.396,0.0,0.0,0.0,1.77,4.443,2.668,4.092,2.535
82,20:15-20:30,28.54,0.0,0.0,0.0,0.0,3.203,82.307,0.0,15.24,0.0,3.259,0.0,39.198,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,49.24,57.812,0.498,111.396,0.0,0.0,0.0,1.77,4.443,2.668,4.092,2.535
83,20:30-20:45,36.9,0.0,0.0,0.0,0.0,3.203,82.307,0.0,15.24,0.0,3.259,0.0,39.198,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,54.63,57.812,0.498,111.396,0.0,0.0,0.0,1.77,4.443,2.668,4.092,2.535
84,20:45-21:00,46.58,0.0,0.0,0.0,0.0,3.203,82.307,0.0,15.24,0.0,3.259,0.0,39.198,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,59.62,57.812,0.498,111.396,0.0,0.0,0.0,1.77,4.443,2.668,4.092,2.535
85,21:00-21:15,48.38,0.0,0.0,0.0,0.0,3.203,82.307,0.0,15.24,0.0,3.259,0.0,39.198,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,61.25,57.812,0.498,111.396,0.0,0.0,0.0,1.77,4.443,2.668,0.602,3.922
86,21:15-21:30,50.08,0.0,0.0,0.0,0.0,3.203,81.342,0.0,13.061,0.0,2.771,0.0,33.453,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,62.37,57.812,0.498,74.264,0.0,0.0,0.0,1.505,3.661,2.188,0.602,3.922
87,21:30-21:45,51.86,0.0,0.0,0.0,0.0,3.203,81.342,0.0,13.061,0.0,2.741,0.0,27.709,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,63.85,57.812,0.498,37.132,0.0,0.0,0.0,1.505,3.661,2.188,0.602,3.922
88,21:45-22:00,53.6,0.0,0.0,0.0,0.0,3.203,81.342,0.0,15.24,0.0,3.259,0.0,23.484,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,64.77,57.812,0.498,0.0,0.0,0.0,0.0,1.77,4.443,2.668,0.602,3.922
89,22:00-22:15,53.48,0.0,0.0,0.0,0.0,3.203,81.342,0.0,15.24,0.0,3.259,0.0,23.308,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,62.82,57.812,0.498,0.0,0.0,0.0,0.0,1.77,4.443,2.668,0.602,1.087
90,22:15-22:30,56.66,0.0,0.0,0.0,0.0,3.203,81.342,0.0,15.24,0.0,3.259,0.0,23.241,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,63.05,57.812,0.498,0.0,0.0,0.0,0.0,1.77,4.443,2.668,0.602,1.087
91,22:30-22:45,59.66,0.0,0.0,0.0,0.0,3.203,81.342,0.0,15.24,0.0,3.259,0.0,23.06,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,64.43,57.812,0.498,0.0,0.0,0.0,0.0,1.77,4.443,2.668,0.602,1.087
92,22:45-23:00,62.96,0.0,0.0,0.0,0.0,3.203,81.342,0.0,15.24,0.0,3.259,0.0,22.941,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,65.71,57.812,0.498,0.0,0.0,0.0,0.0,1.77,4.443,2.668,0.602,1.087
93,23:00-23:15,63.16,0.0,0.0,0.0,0.0,3.203,81.342,0.0,15.24,0.0,3.259,0.0,22.611,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,66.08,57.812,0.498,0.0,0.0,0.0,0.0,1.77,4.443,2.536,0.602,0.815
94,23:15-23:30,63.38,0.0,0.0,0.0,0.0,3.203,81.342,0.0,14.623,0.0,3.259,0.0,22.611,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,67.17,57.812,0.498,0.0,0.0,0.0,0.0,1.505,3.661,2.188,0.602,0.815
95,23:30-23:45,63.68,0.0,0.0,0.0,0.0,3.203,81.342,0.0,14.918,0.0,3.259,0.0,22.611,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,67.55,57.812,0.498,0.0,0.0,0.0,0.0,1.505,3.661,2.188,0.602,0.815
96,23:45-24:00,63.92,0.0,0.0,0.0,0.0,3.203,81.342,0.0,13.061,0.0,2.741,0.0,22.611,9.05,28.27,6.0,0.0,57.3,0.0,0.0,0.0,0.0,23.172,17.635,0.0,0.566,314.95,0.0,1.283,68.7,57.812,0.498,0.0,0.0,0.0,0.0,1.505,3.661,2.188,0.602,0.815
